datetime,close,SMA_5,SMA_20,Return,Volatility,Momentum,Target,Strategy_Return,Cumulative_Strategy,Cumulative_BuyHold,Simulated_Balance,Prediction,Actual
2025-03-20 08:00:00,86255.0,85870.66,85511.91,0.0047912659869040475,0.004542978559674851,88.19999999999709,0,0.0,1.0,1.004791265986904,1000.0,0,0
2025-03-20 09:00:00,85854.7,85911.35999999999,85598.05,-0.004640890383166174,0.0038302183935162463,-992.4000000000087,0,-0.0,1.0,1.000128139863496,1000.0,0,0
2025-03-20 10:00:00,85234.9,85796.1,85643.765,-0.007219173790136146,0.0036776574986049746,-916.5,1,-0.007219173790136146,0.9927808262098639,0.9929080410094159,992.7808262098639,1,1
2025-03-20 11:00:00,85471.9,85732.04,85680.82999999999,0.0027805511592082777,0.0037536238594434368,-380.70000000001164,0,0.0,0.9927808262098639,0.9956688726138319,992.7808262098639,0,0
2025-03-20 12:00:00,85351.0,85633.5,85719.045,-0.001414499970165517,0.003645154779749167,-689.1999999999971,1,-0.001414499970165517,0.9913765377608091,0.9942604990232249,991.3765377608091,1,1
2025-03-20 13:00:00,85465.0,85475.5,85784.43,0.0013356609764385574,0.0037076911925444135,-523.0,1,0.0013356609764385574,0.992700680715253,0.9955884939721845,992.7006807152529,1,1
2025-03-20 14:00:00,86133.9,85531.34,85809.61000000002,0.007826595682443038,0.004346455164838414,482.6999999999971,0,0.0,0.992700680715253,1.0033805625805972,992.7006807152529,0,0
2025-03-20 15:00:00,84674.1,85419.18000000001,85771.9,-0.01694803091465713,0.006990797593682064,-1137.0999999999913,0,-0.0,0.992700680715253,0.9863752377868151,992.7006807152529,0,0
2025-03-20 16:00:00,83769.8,85078.76,85692.495,-0.010679771027976681,0.0075681419333494745,-2022.3999999999942,1,-0.010679771027976681,0.9820988647458975,0.9758409760995859,982.0988647458975,1,1
2025-03-20 17:00:00,83992.7,84807.1,85617.37,0.0026608634615337134,0.007684753553954964,-1851.0,1,0.0026608634615337134,0.9847120957307136,0.9784375556971566,984.7120957307136,1,1
2025-03-20 18:00:00,84026.9,84519.48000000001,85510.375,0.00040717824287117566,0.0073630336854373524,-2228.100000000006,1,0.00040717824287117566,0.9851130490715873,0.9788359541818445,985.1130490715873,1,1
2025-03-20 19:00:00,84165.0,84125.7,85376.26999999999,0.0016435213009167171,0.007436284100533729,-1689.699999999997,1,0.0016435213009167171,0.9867321033515474,0.9804446919226455,986.7321033515474,1,1
2025-03-20 20:00:00,84544.6,84099.8,85295.93,0.004510188320560937,0.0074397445636547755,-690.2999999999884,0,0.0,0.9867321033515474,0.984866682121111,986.7321033515474,0,0
2025-03-20 21:00:00,84359.0,84217.63999999998,85221.25,-0.0021952910061672215,0.007340303119322089,-1112.8999999999942,0,-0.0,0.9867321033515474,0.9827046131515768,986.7321033515474,0,0
2025-03-20 22:00:00,84135.5,84246.2,85126.015,-0.002649391291978276,0.007353093538313,-1215.5,1,-0.002649391291978276,0.9841178639094124,0.9801010441069061,984.1178639094123,1,1
2025-03-20 23:00:00,84219.5,84284.72,85037.59,0.0009983895026475231,0.007339867915621044,-1245.5,1,0.0009983895026475231,0.9851003968541074,0.9810795667008764,985.1003968541074,1,1
2025-03-21 00:00:00,84485.0,84348.72,84979.28,0.0031524765642161334,0.006813998549354983,-1648.8999999999942,1,0.0031524765642161334,0.98820590276859,0.9841723970425322,988.20590276859,1,1
