datetime,close,SMA_5,SMA_20,Return,Target,Strategy_Return,Cumulative_Strategy,Cumulative_BuyHold
2025-03-20 23:00:00,84219.5,84284.72,85037.59,0.0009983895026475231,1,0.0009983895026475231,0.9782090215834193,0.9697445280268427
2025-03-21 00:00:00,84485.0,84348.72,84979.28,0.0031524765642161334,1,0.0031524765642161334,0.9812928025988658,0.9728016249247242
2025-03-21 01:00:00,84747.7,84389.34,84926.105,0.0031094277090606415,0,0.0,0.9812928025988658,0.9758264812526843
2025-03-21 02:00:00,84659.9,84449.51999999999,84869.49,-0.0010360163166670544,0,-0.0,0.9812928025988658,0.9748155090958708
2025-03-21 03:00:00,84459.6,84514.34,84800.285,-0.002365937120171302,1,-0.002365937120171302,0.9789711255314402,0.9725091568975822
2025-03-21 04:00:00,84691.4,84608.72,84722.10500000001,0.002744507433139587,0,0.0,0.9789711255314402,0.975178215507484
2025-03-21 05:00:00,84433.2,84598.36,84651.03,-0.0030487156901408685,0,-0.0,0.9789711255314402,0.9722051743811827
2025-03-21 06:00:00,84145.4,84477.9,84596.555,-0.003408611778305204,0,-0.0,0.9789711255314402,0.9688913043728578
2025-03-21 07:00:00,83944.9,84334.9,84520.205,-0.0023827802827011135,1,-0.0023827802827011135,0.9766384524361902,0.9665826492767176
2025-03-21 08:00:00,83977.4,84238.45999999999,84451.525,0.0003871587195887205,1,0.0003871587195887205,0.9770165665289365,0.9669568701775882
2025-03-21 09:00:00,84100.6,84120.3,84383.30500000001,0.0014670613760370266,1,0.0014670613760370266,0.9784499097974394,0.9683754552541194
2025-03-21 10:00:00,84179.4,84069.54000000001,84285.58,0.0009369731012618399,0,0.0,0.9784499097974394,0.9692827970076147
2025-03-21 11:00:00,84054.9,84051.43999999999,84254.62,-0.0014789841695236339,0,-0.0,0.9784499097974394,0.9678492430950488
2025-03-21 12:00:00,83455.8,83953.62,84238.92,-0.007127484536891826,1,-0.007127484536891826,0.971476023195235,0.9609509125808464
2025-03-21 13:00:00,84007.4,83959.62,84239.655,0.006609486698347933,1,0.006609486698347933,0.9778969810483078,0.9673023048553149
2025-03-21 14:00:00,84103.2,83960.14,84243.47,0.0011403757288048766,0,0.0,0.9778969810483078,0.9684053929261889
2025-03-21 15:00:00,83597.9,83843.84,84215.115,-0.006008094816844056,1,-0.006008094816844056,0.972021683265064,0.9625871215043452
2025-03-21 16:00:00,84105.4,83853.94,84193.155,0.006070726657009251,0,0.0,0.972021683265064,0.9684307248025554
2025-03-21 17:00:00,84043.2,83971.42,84177.365,-0.0007395482335259551,1,-0.0007395482335259551,0.9713028263462564,0.9677145235707354
2025-03-21 18:00:00,84103.1,83990.56,84175.745,0.0007127286919108577,0,0.0,0.9713028263462564,0.9684042414772631
2025-03-21 19:00:00,84010.2,83971.95999999999,84165.28,-0.0011045966201008728,1,-0.0011045966201008728,0.9702299285271799,0.967334545425236
2025-03-21 20:00:00,84207.9,84093.95999999999,84151.425,0.002353285672453964,1,0.002353285672453964,0.972513156716969,0.969610959951455
2025-03-21 21:00:00,84320.3,84136.93999999999,84130.05500000001,0.0013347916288140027,0,0.0,0.972513156716969,0.9709051885440044
2025-03-21 22:00:00,84169.4,84162.18000000001,84105.53,-0.001789604638503528,0,-0.0,0.972513156716969,0.969167652115039
2025-03-21 23:00:00,84082.4,84158.04,84086.67,-0.0010336297989530507,1,-0.0010336297989530507,0.9715079381383125,0.9681658915496315
2025-03-22 00:00:00,84192.6,84194.51999999999,84061.73,0.001310619106971389,0,0.0,0.9715079381383125,0.9694347882658144
2025-03-22 01:00:00,84065.3,84166.0,84043.33499999999,-0.001512009368994427,1,-0.001512009368994427,0.9700390090337949,0.9679689937833273
2025-03-22 02:00:00,84233.2,84148.57999999999,84047.725,0.001997256894342714,1,0.001997256894342714,0.971976426132369,0.9699022765296711
2025-03-22 03:00:00,84296.1,84173.92,84065.285,0.0007467364412132582,1,0.0007467364412132582,0.9727022363497623,0.9706265379039715
2025-03-22 04:00:00,84372.2,84231.87999999999,84085.025,0.0009027701162922508,0,0.0,0.9727022363497623,0.9715027905364714
2025-03-22 05:00:00,84303.0,84253.95999999999,84095.14499999999,-0.0008201753658194644,1,-0.0008201753658194644,0.9719044499372307,0.9707059878798485
2025-03-22 06:00:00,84367.2,84314.34,84104.535,0.0007615387352761793,0,0.0,0.9719044499372307,0.9714452180901836
2025-03-22 07:00:00,84233.5,84314.4,84113.465,-0.0015847390929175642,0,-0.0,0.9719044499372307,0.9699057308764483
2025-03-22 08:00:00,84232.8,84301.74,84152.315,-8.31023286451682e-06,1,-8.31023286451682e-06,0.9718963731849296,0.969897670733968
2025-03-22 09:00:00,84363.3,84299.96,84170.11,0.001549277716044184,1,0.001549277716044184,0.9734021105782091,0.9714003115820793
2025-03-22 10:00:00,84429.4,84325.24,84186.42,0.0007835160549669595,0,0.0,0.9734021105782091,0.9721614193220037
2025-03-22 11:00:00,84245.2,84300.84,84218.785,-0.0021817044773502214,1,-0.0021817044773502214,0.9712784348352985,0.9700404504007618
2025-03-22 12:00:00,84252.7,84304.68000000001,84226.15,8.902584360881427e-05,0,0.0,0.9712784348352985,0.9701268090701934
2025-03-22 13:00:00,84176.9,84293.5,84232.83499999999,-0.0008996744317986138,0,-0.0,0.9712784348352985,0.9692540107844706
2025-03-22 14:00:00,84021.3,84225.09999999999,84228.74500000001,-0.0018484881244140716,1,-0.0018484881244140716,0.969483038183006,0.9674623562559947
2025-03-22 15:00:00,84123.9,84164.0,84234.43000000001,0.0012211189305568748,1,0.0012211189305568748,0.970666892273785,0.9686437428538202
2025-03-22 16:00:00,84149.3,84144.81999999999,84231.5,0.00030193559737501374,1,0.00030193559737501374,0.9709599711617558,0.9689362108809623
2025-03-22 17:00:00,84263.7,84147.02,84228.67,0.0013594884330587753,1,0.0013594884330587753,0.9722799800115133,0.9702534684520268
2025-03-22 18:00:00,84264.8,84164.6,84233.44,1.3054257052669271e-05,0,0.0,0.9722799800115133,0.9702661343902101
2025-03-22 19:00:00,84212.0,84202.74,84239.92000000001,-0.0006265961587756941,0,-0.0,0.9722799800115133,0.9696581693574111
2025-03-22 20:00:00,84000.0,84177.95999999999,84230.29000000001,-0.0025174559445210187,1,-0.0025174559445210187,0.9698323079960945,0.9672170976348089
2025-03-22 21:00:00,84029.2,84153.94,84228.485,0.00034761904761904105,0,0.0,0.9698323079960945,0.9675533207211295
2025-03-22 22:00:00,83969.5,84095.1,84215.3,-0.000710467313743246,0,-0.0,0.9698323079960945,0.9668659057124535
2025-03-22 23:00:00,83840.5,84010.24,84192.51999999999,-0.0015362720987978085,1,-0.0015362720987978085,0.9683423816808074,0.9653805365982285
2025-03-23 00:00:00,84016.2,83971.08,84174.72,0.002095645899058196,1,0.002095645899058196,0.9703716844218611,0.9674036323607812
2025-03-23 01:00:00,84066.6,83984.4,84162.9,0.0005998843080263772,1,0.0005998843080263772,0.9709537951682988,0.9679839626193621
2025-03-23 02:00:00,84245.0,84027.56,84156.79000000001,0.002122126980275141,0,0.0,0.9709537951682988,0.9700381475029103
2025-03-23 03:00:00,84210.1,84075.68000000001,84155.62,-0.0004142679090746171,0,-0.0,0.9709537951682988,0.9696362918278216
2025-03-23 04:00:00,84115.4,84130.66,84149.75,-0.0011245681931265628,1,-0.0011245681931265628,0.9698618914132571,0.9685458696951309
2025-03-23 05:00:00,84236.2,84174.66,84143.39499999999,0.001436122279630192,1,0.001436122279630192,0.9712547316836799,0.9699368199974439
2025-03-23 06:00:00,84236.6,84208.66,84133.755,4.748552285160912e-06,1,4.748552285160912e-06,0.9712593437375555,0.9699414257931469
2025-03-23 07:00:00,84276.7,84215.0,84135.33,0.00047604010608215397,1,0.00047604010608215397,0.9717217021385817,0.970403156812375
2025-03-23 08:00:00,84315.1,84236.0,84138.45,0.0004556419508596754,1,0.0004556419508596754,0.9721644593106368,0.9708453131998653
2025-03-23 09:00:00,84317.6,84276.44,84145.485,2.9650679415738068e-05,1,2.9650679415738068e-05,0.9721932846473592,0.9708740994230093
2025-03-23 10:00:00,84464.1,84322.01999999999,84167.625,0.0017374782963461843,1,0.0017374782963461843,0.9738824493792875,0.9725609720992414
2025-03-23 11:00:00,84627.2,84400.14,84192.79000000001,0.0019309979032511304,1,0.0019309979032511304,0.9757630143470519,0.9744389852971489
2025-03-23 12:00:00,84723.9,84489.58,84221.51999999999,0.001142658625122861,1,0.001142658625122861,0.9768779783714715,0.9755524364083547
2025-03-23 13:00:00,85021.6,84630.88,84259.41500000001,0.003513766481477054,0,0.0,0.9768779783714715,0.9789802998603296
2025-03-23 14:00:00,84935.6,84754.48000000001,84292.95499999999,-0.001011507663934763,1,-0.001011507663934763,0.9758898588096196,0.9779900537841798
2025-03-23 15:00:00,85193.1,84900.28,84342.01,0.0030317087299083223,1,0.0030317087299083223,0.9788484726140018,0.9809550347680008
2025-03-23 16:00:00,85280.7,85030.98000000001,84406.045,0.001028252288037379,0,0.0,0.9788484726140018,0.9819637040269629
2025-03-23 17:00:00,84997.4,85085.68000000001,84454.455,-0.003321970856242973,1,-0.003321970856242973,0.9755967665153001,0.9787016492202969
2025-03-23 18:00:00,85007.8,85082.92000000001,84506.37,0.0001223566838515211,1,0.0001223566838515211,0.9757161373004272,0.9788213999085755
2025-03-23 19:00:00,85014.5,85098.7,84565.06999999999,7.881629685746461e-05,1,7.881629685746461e-05,0.9757930396331532,0.9788985469866012
2025-03-23 20:00:00,85176.0,85095.28,84623.06,0.001899675937634182,1,0.001899675937634182,0.9776467301906553,0.9807581370016967
2025-03-23 21:00:00,85188.5,85076.84,84679.155,0.00014675495444715914,1,0.00014675495444715914,0.9777902046920098,0.9809020681174161
2025-03-23 22:00:00,85389.3,85155.22,84736.37,0.002357125668370763,1,0.002357125668370763,0.9800949790817709,0.9832141775603336
2025-03-23 23:00:00,86067.8,85367.22,84829.255,0.007945960442350408,0,0.0,0.9800949790817709,0.9910267585215861
2025-03-24 00:00:00,86005.9,85565.5,84923.78,-0.0007192004443009603,0,-0.0,0.9800949790817709,0.9903140116365432
2025-03-24 01:00:00,85563.3,85642.95999999999,84990.135,-0.005146158577492788,1,-0.005146158577492788,0.9750512548984116,0.9852176986911485
2025-03-24 02:00:00,85890.6,85783.38,85072.83499999999,0.003825238157013633,1,0.003825238157013633,0.978781058163693,0.9889863910251471
2025-03-24 03:00:00,86503.1,86006.14,85184.155,0.007131164527899525,1,0.007131164527899525,0.9857609069262498,0.996039015695401
2025-03-24 04:00:00,86867.8,86166.14,85311.79000000001,0.004216033876242475,1,0.004216033876242475,0.9899169083037265,1.000238349927632
2025-03-24 05:00:00,86895.0,86343.95999999999,85440.66,0.00031311947580103805,1,0.00031311947580103805,0.9902268705671411,1.0005515440354373
2025-03-24 06:00:00,87116.5,86654.6,85573.28,0.0025490534553196387,0,0.0,0.9902268705671411,1.0031020034059863
2025-03-24 07:00:00,86911.9,86858.86000000002,85687.515,-0.0023485792014142914,1,-0.0023485792014142914,0.9879012443342455,1.00074613890389
2025-03-24 08:00:00,87450.0,87048.24,85823.82,0.006191327079490883,0,0.0,0.9879012443342455,1.0069420855733817
2025-03-24 09:00:00,87159.5,87106.58,85930.715,-0.003321898227558573,1,-0.003321898227558573,0.9846195369416887,1.0035971264440613
2025-03-24 10:00:00,87804.8,87288.54000000001,86074.175,0.007403667987998963,0,0.0,0.9846195369416887,1.011027426361963
2025-03-24 11:00:00,87686.0,87402.44,86198.81999999999,-0.0013530012026677918,0,-0.0,0.9846195369416887,1.0096595050381652
2025-03-24 12:00:00,87264.0,87472.86,86297.98500000002,-0.0048126268731610855,1,-0.0048126268731610855,0.9798809304983637,1.004800390571476
2025-03-24 13:00:00,87700.0,87522.86,86433.11499999999,0.004996332966630046,1,0.004996332966630046,0.9847767418947848,1.009820707887771
2025-03-24 14:00:00,87960.5,87683.06,86580.75,0.0029703534777651974,1,0.0029703534777651974,0.9877018769148943,1.0128202323393647
2025-03-24 15:00:00,88320.7,87786.24,86746.06000000001,0.004095019923715748,0,0.0,0.9877018769148943,1.016967751369937
2025-03-24 16:00:00,87998.5,87848.74,86887.18500000001,-0.0036480689124972487,1,-0.0036480689124972487,0.9840986724029059,1.013257782931152
2025-03-24 17:00:00,88418.8,88079.7,87048.7,0.00477621777643944,1,0.00477621777643944,0.9887989419758072,1.0180973227661034
2025-03-24 18:00:00,88485.2,88236.74,87203.49500000001,0.000750971512845533,0,0.0,0.9887989419758072,1.018861884852805
2025-03-24 19:00:00,88295.9,88303.81999999999,87314.9,-0.002139340816317392,0,-0.0,0.9887989419758072,1.0166821920363494
2025-03-24 20:00:00,87870.7,88213.81999999999,87408.14,-0.004815625640601673,1,-0.004815625640601673,0.9840372564374287,1.011786231204036
2025-03-24 21:00:00,88122.4,88238.6,87536.095,0.0028644360406824276,0,0.0,0.9840372564374287,1.014684428150163
2025-03-24 22:00:00,87404.7,88035.78,87611.8,-0.008144353762494005,1,-0.008144353762494005,0.9760229089055282,1.0064204792100142
2025-03-24 23:00:00,87479.4,87834.62,87660.61499999999,0.0008546451163380375,1,0.0008546451163380375,0.9768570621180583,1.0072806115575537
2025-03-25 00:00:00,87623.9,87700.22,87698.42000000001,0.0016518174564525978,0,0.0,0.9768570621180583,1.0089444552552707
2025-03-25 01:00:00,87095.1,87545.1,87708.425,-0.00603488317684997,0,-0.0,0.9768570621180583,1.0028555933358745
2025-03-25 02:00:00,86850.7,87290.75999999998,87695.135,-0.0028061280140904143,0,-0.0,0.9768570621180583,1.0000414521613274
2025-03-25 03:00:00,86528.4,87115.5,87675.95999999999,-0.0037109660601469807,0,-0.0,0.9768570621180583,0.9963303322736167
2025-03-25 04:00:00,86518.8,86923.37999999999,87629.4,-0.00011094623268192993,1,-0.00011094623268192993,0.9767486835071476,0.9962197931767441
2025-03-25 05:00:00,86740.1,86746.62000000001,87608.43,0.002557825582416795,0,0.0,0.9767486835071476,0.9987679496494416
2025-03-25 06:00:00,86578.4,86643.28,87547.11,-0.0018641896885063236,0,-0.0,0.9767486835071476,0.9969060567364945
2025-03-25 07:00:00,86472.7,86567.68,87486.445,-0.0012208587823290262,1,-0.0012208587823290262,0.9755562112987596,0.9956889752219708
2025-03-25 08:00:00,86699.8,86601.95999999999,87458.235,0.0026262623926396333,1,0.0026262623926396333,0.9781182778883996,0.9983039157323621
2025-03-25 09:00:00,87255.0,86749.2,87435.98500000002,0.006403705660220638,0,0.0,0.9781182778883996,1.0046967601681578
2025-03-25 10:00:00,87136.0,86828.37999999999,87394.76000000001,-0.001363818692338592,1,-0.001363818692338592,0.9767843018976973,1.0033265359465084
2025-03-25 11:00:00,87420.0,86996.7,87349.725,0.0032592728608151766,0,0.0,0.9767843018976973,1.0065966508956545
2025-03-25 12:00:00,87045.3,87111.22,87302.06499999999,-0.0042862045298558415,1,-0.0042862045298558415,0.9725976045982113,1.0022821717708479
2025-03-25 13:00:00,87652.9,87301.84,87263.77,0.006980273489780586,1,0.006980273489780586,0.9793866018738123,1.0092783754437396
2025-03-25 14:00:00,88032.8,87457.4,87241.15,0.0043341406844497055,0,0.0,0.9793866018738123,1.0136527299126856
2025-03-25 15:00:00,87858.8,87601.96,87219.295,-0.0019765360183930936,0,-0.0,0.9793866018738123,1.0116492087818707
2025-03-25 16:00:00,87819.1,87681.78,87216.715,-0.0004518613957850137,1,-0.0004518613957850137,0.9789440548768765,1.0111920835583457
2025-03-25 17:00:00,87983.8,87869.48,87209.785,0.00187544622980651,0,0.0,0.9789440548768765,1.0130885199390653
2025-03-25 18:00:00,87769.2,87892.74,87228.01,-0.0024390853770808185,1,-0.0024390853770808185,0.9765563267476461,1.0106175105443935
2025-03-25 19:00:00,88207.6,87927.7,87264.42000000001,0.004994918490769162,0,0.0,0.9765563267476461,1.0156654626349069
2025-03-25 20:00:00,87853.4,87926.62,87275.89499999999,-0.004015527006743347,0,-0.0,0.9765563267476461,1.01158703053988
2025-03-25 21:00:00,87800.0,87922.8,87311.14,-0.0006078307726279375,0,-0.0,0.9765563267476461,1.0109721568135266
2025-03-25 22:00:00,87510.6,87828.16,87344.13500000001,-0.0032961275626423037,0,-0.0,0.9765563267476461,1.0076398636223896
2025-03-25 23:00:00,87491.6,87772.64,87392.295,-0.00021711655502310023,1,-0.00021711655502310023,0.9763443002021966,1.007421088326496
2025-03-26 00:00:00,87673.0,87665.72,87450.00499999999,0.002073341897965042,1,0.002073341897965042,0.9783685957466453,1.009509816677817
2025-03-26 01:00:00,87850.6,87665.16,87505.53,0.002025709169299672,0,0.0,0.9783685957466453,1.0115547899699593
2025-03-26 02:00:00,87342.2,87573.6,87543.72,-0.005787097640767458,0,-0.0,0.9783685957466453,1.005700823631417
2025-03-26 03:00:00,87152.5,87501.98000000001,87577.70999999999,-0.002171916896986814,1,-0.002171916896986814,0.9762436604620619,1.0035165250192584
2025-03-26 04:00:00,87306.5,87464.95999999999,87608.045,0.00176701758411979,1,0.00176701758411979,0.9779687001764839,1.0052897563649221
2025-03-26 05:00:00,87531.4,87436.64,87621.86499999999,0.0025759823151769723,1,0.0025759823151769723,0.9804879302529351,1.0078793649989468
2025-03-26 06:00:00,87919.7,87450.45999999999,87661.05,0.0044361223515219095,1,0.0044361223515219095,0.9848374946757277,1.0123504411776563
2025-03-26 07:00:00,88190.2,87620.06,87699.56,0.0030766710987413237,0,0.0,0.9848374946757277,1.0154651105218255
2025-03-26 08:00:00,87921.4,87773.84,87743.365,-0.0030479577095867683,1,-0.0030479577095867683,0.9818357516411407,1.0123700158093942
2025-03-26 09:00:00,87942.2,87900.98000000001,87757.82999999999,0.00023657494079953878,1,0.00023657494079953878,0.98206802937596,1.0126095171859515
2025-03-26 10:00:00,88247.1,88044.12,87768.545,0.003467049948716383,0,0.0,0.98206802937596,1.0161202849605808
2025-03-26 11:00:00,87953.0,88050.78,87773.255,-0.0033326874197566747,0,-0.0,0.98206802937596,1.0127338736699332
2025-03-26 12:00:00,87825.9,87977.92,87773.595,-0.001445089991245374,0,-0.0,0.98206802937596,1.0112703820852975
2025-03-26 13:00:00,86933.1,87780.26,87721.06,-0.010165566194026865,0,-0.0,0.98206802937596,1.0009902460761506
2025-03-26 14:00:00,86834.3,87558.68,87674.315,-0.0011365061179229308,0,-0.0,0.98206802937596,0.9998526145375038
2025-03-26 15:00:00,86742.6,87257.78,87601.06499999999,-0.0010560343090230129,0,-0.0,0.98206802937596,0.9987967358725859
2025-03-26 16:00:00,86512.0,86969.58,87533.995,-0.0026584400283137244,1,-0.0026584400283137244,0.9794572604161398,0.9961414946497931
2025-03-26 17:00:00,86514.8,86707.36,87469.735,3.2365452191651656e-05,0,0.0,0.9794572604161398,0.9961737352197143
2025-03-26 18:00:00,86229.1,86566.56000000001,87405.66,-0.0033023251513035756,1,-0.0033023251513035756,0.9762227740704407,0.9928840456388303
2025-03-26 19:00:00,86569.0,86513.5,87359.53,0.003941824743618927,1,0.003941824743618927,0.9800708731565558,0.9967978205374739
2025-03-26 20:00:00,87159.7,86596.92,87333.865,0.00682345874389223,1,0.00682345874389223,0.98675834632563,1.003599429341913
2025-03-26 21:00:00,87185.1,86731.54000000001,87300.59,0.0002914190847376208,0,0.0,0.98675834632563,1.0038918973690552
2025-03-26 22:00:00,86819.1,86792.4,87274.435,-0.004197965019252181,1,-0.004197965019252181,0.9826159693052998,0.9996775943007892
2025-03-26 23:00:00,86901.2,86926.82,87261.87,0.0009456444492053073,1,0.0009456444492053073,0.9835451746423739,1.0006229338688346
2025-03-27 00:00:00,87284.2,87069.86,87260.755,0.004407303926758255,1,0.004407303926758255,0.9878799571527194,1.005032983254479
2025-03-27 01:00:00,87383.0,87114.52,87253.335,0.0011319345311064932,1,0.0011319345311064932,0.9889981725888085,1.0061706147931258
2025-03-27 02:00:00,87578.0,87193.1,87236.25,0.002231555336850377,1,0.002231555336850377,0.9912051767389843,1.0084159401983495
2025-03-27 03:00:00,87648.9,87359.06,87209.185,0.0008095640457648212,0,0.0,0.9912051767389843,1.0092323174867102
2025-03-27 04:00:00,87499.9,87478.8,87188.11,-0.0016999642893407163,0,-0.0,0.9912051767389843,1.007516658587334
2025-03-27 05:00:00,87313.5,87484.66,87156.675,-0.0021302881489007053,1,-0.0021302881489007053,0.9890936240978483,1.0053703577897255
2025-03-27 06:00:00,87367.6,87481.57999999999,87112.7,0.0006196063609866798,1,0.0006196063609866798,0.9897064727989506,1.0059932916585594
2025-03-27 07:00:00,87385.4,87443.06,87084.31999999999,0.00020373685439434297,1,0.00020373685439434297,0.9899081124824924,1.0061982495673438
2025-03-27 08:00:00,87399.8,87393.24,87063.015,0.00016478725279056583,1,0.00016478725279056583,0.9900712367208635,1.0063640582126527
2025-03-27 09:00:00,87405.0,87374.26,87086.61,5.9496703653794114e-05,0,0.0,0.9900712367208635,1.006423933556792
2025-03-27 10:00:00,87193.1,87350.18000000001,87104.55,-0.0024243464332703857,0,-0.0,0.9900712367208635,1.0039840132831155
2025-03-27 11:00:00,86895.8,87255.82,87112.21,-0.0034096734718688237,0,-0.0,0.9900712367208635,1.0005607556268437
2025-03-27 12:00:00,86772.7,87133.28,87125.24500000001,-0.0014166392391807836,0,-0.0,0.9900712367208635,0.9991433219992383
2025-03-27 13:00:00,86425.8,86938.48000000001,87120.79500000001,-0.00399780115174464,1,-0.00399780115174464,0.9861131287903916,0.9951489456757917
2025-03-27 14:00:00,87298.8,86917.24,87174.28,0.01010115035093695,0,0.0,0.9861131287903916,1.0052010947976393
2025-03-27 15:00:00,86990.5,86876.72,87195.35500000001,-0.0035315491163682156,0,-0.0,0.9861131287903916,1.0016511777595343
2025-03-27 16:00:00,86821.0,86861.76,87178.42,-0.001948488628068623,1,-0.001948488628068623,0.9841916985729543,0.9996994718303783
2025-03-27 17:00:00,86888.9,86885.0,87163.61,0.0007820688543094256,1,0.0007820688543094256,0.9849614042470781,1.0004813056509665
2025-03-27 18:00:00,87237.9,87047.42,87184.55,0.004016623527286045,0,0.0,0.9849614042470781,1.004499862401854
2025-03-27 19:00:00,87037.8,86995.22,87191.37999999999,-0.002293727840766313,1,-0.002293727840766313,0.9827021708520763,1.0021958131014168
2025-03-27 20:00:00,87251.0,87047.31999999999,87189.72,0.002449510442589231,1,0.002449510442589231,0.9851093100815336,1.004650702211128
2025-03-27 21:00:00,87567.6,87196.64,87198.95,0.0036286117064561196,0,0.0,0.9851093100815336,1.0082961895100706
2025-03-27 22:00:00,87349.5,87288.76000000001,87187.525,-0.00249064722568626,0,-0.0,0.9851093100815336,1.0057848794029973
2025-03-27 23:00:00,87226.4,87286.45999999999,87166.4,-0.0014092811063601829,1,-0.0014092811063601829,0.9837210141431362,1.004367445775392
2025-03-28 00:00:00,87345.0,87347.9,87158.655,0.00135968009685139,0,0.0,0.9837210141431362,1.0057330642013382
2025-03-28 01:00:00,87260.1,87349.72,87155.98500000002,-0.0009720075562423824,0,-0.0,0.9837210141431362,1.0047554840633717
2025-03-28 02:00:00,86967.0,87229.6,87135.955,-0.00335892349424316,0,-0.0,0.9837210141431362,1.0013805872619816
2025-03-28 03:00:00,86793.5,87118.4,87106.36000000002,-0.001995009601343023,0,-0.0,0.9837210141431362,0.9993828233757954
2025-03-28 04:00:00,86254.7,86924.06000000001,87049.10500000001,-0.006207838144561495,0,-0.0,0.9837210141431362,0.9931788165638236
2025-03-28 05:00:00,86151.0,86685.26000000001,86986.405,-0.0012022533264853807,0,-0.0,0.9837210141431362,0.9919847640278149
2025-03-28 06:00:00,85752.0,86383.63999999998,86914.35,-0.00463140300170628,0,-0.0,0.9837210141431362,0.9873904828140495
2025-03-28 07:00:00,85201.4,86030.51999999999,86829.62999999999,-0.006420841496408314,1,-0.006420841496408314,0.9774046974346371,0.9810506050288385
2025-03-28 08:00:00,85247.8,85721.37999999999,86753.385,0.0005445919902724583,0,0.0,0.9774046974346371,0.9815848773303891
2025-03-28 09:00:00,85140.0,85498.43999999999,86689.095,-0.0012645487625487783,0,-0.0,0.9774046974346371,0.9803436153884244
2025-03-28 10:00:00,84949.5,85258.13999999998,86571.63,-0.0022374911909796014,1,-0.0022374911909796014,0.975217763034105,0.9781501051848597
2025-03-28 11:00:00,85101.1,85127.95999999999,86477.16,0.0017845896679793416,0,0.0,0.975217763034105,0.9798957017563055
2025-03-28 12:00:00,85033.1,85094.3,86387.765,-0.0007990496010039649,0,-0.0,0.975217763034105,0.9791127164867915
2025-03-28 13:00:00,85024.9,85049.72,86294.565,-9.643303607664855e-05,0,-0.0,0.975217763034105,0.9790182976748795
2025-03-28 14:00:00,84222.0,84866.12000000001,86143.77,-0.009443116075408375,0,-0.0,0.975217763034105,0.9697733142499869
